"ID","IPADDRESS","STBROWSER","STBROWSERVERSION","STSYSTEM","STLANGUAGE","DATUM","TIMESTAMP"
"280","192.168.178.2","Firefox","Firefox","Linux","de","2022-12-17","2022-12-17 11:07:10.697"
"281","192.168.178.2","Chrome","Chrome","Windows","de","2022-12-17","2022-12-17 11:22:35.218"
"282","192.168.178.2","Other","Other","Other","de","2022-12-17","2022-12-17 11:55:09.245"
"283","192.168.178.2","Chrome","Chrome","Windows","de","2022-12-17","2022-12-17 12:20:41.502"
"284","192.168.178.2","Firefox","Firefox","Linux","de","2022-12-17","2022-12-17 12:49:34.452"
"285","192.168.178.2","Firefox","Firefox","Linux","de","2022-12-17","2022-12-17 12:49:50.508"
"286","192.168.178.2","Firefox","Firefox","Linux","de","2022-12-17","2022-12-17 12:52:57.554"
"287","192.168.178.2","Other","Other","Other","de","2022-12-17","2022-12-17 12:53:21.52"
"288","192.168.178.2","Edge","Edge","Windows","de","2022-12-17","2022-12-17 13:04:08.554"
"289","192.168.178.2","Firefox","Firefox","Linux","de","2022-12-17","2022-12-17 13:11:33.334"
"290","192.168.178.2","Chrome","Chrome","Windows","de","2022-12-17","2022-12-17 13:35:10.627"
"291","192.168.178.2","Chrome","Chrome","Windows","de","2022-12-17","2022-12-17 13:35:11.029"
"292","192.168.178.2","Googlebot","Googlebot","Android","de","2022-12-17","2022-12-17 13:37:54.02"
"293","192.168.178.2","Chrome","Chrome","Windows","de","2022-12-17","2022-12-17 13:41:27.359"
"294","192.168.178.2","Chrome","Chrome","Windows","de","2022-12-17","2022-12-17 13:41:28.224"
"295","192.168.178.2","Firefox","Firefox","Windows","de","2022-12-17","2022-12-17 13:54:35.67"
"296","192.168.178.2","Firefox","Firefox","Linux","de","2022-12-17","2022-12-17 14:18:11.26"
"297","192.168.178.2","Firefox","Firefox","Linux","de","2022-12-17","2022-12-17 14:27:54.018"
"298","192.168.178.2","Firefox","Firefox","Linux","de","2022-12-17","2022-12-17 14:35:04.173"
"299","192.168.178.2","Firefox","Firefox","Linux","de","2022-12-17","2022-12-17 14:37:27.643"
"300","192.168.178.2","Other","Other","Other","de","2022-12-17","2022-12-17 14:50:27.465"
"301","192.168.178.2","Firefox","Firefox","Linux","de","2022-12-17","2022-12-17 15:34:09.418"
"302","192.168.178.2","Firefox","Firefox","Linux","de","2022-12-17","2022-12-17 15:42:51.42"
"303","192.168.178.2","Firefox","Firefox","Linux","de","2022-12-17","2022-12-17 15:43:05.716"
"304","192.168.178.2","Firefox","Firefox","Linux","de","2022-12-17","2022-12-17 15:48:39.994"
"305","192.168.178.2","Firefox","Firefox","Linux","de","2022-12-17","2022-12-17 15:49:30.967"
"306","192.168.178.2","Googlebot","Googlebot","Other","de","2022-12-17","2022-12-17 15:52:53.977"
"307","192.168.178.2","Chrome","Chrome","Windows","de","2022-12-17","2022-12-17 15:57:51.543"
"308","192.168.178.2","Firefox","Firefox","Linux","de","2022-12-17","2022-12-17 15:58:05.012"
"309","192.168.178.2","Firefox","Firefox","Linux","de","2022-12-17","2022-12-17 15:58:11.617"
"310","192.168.178.2","Chrome","Chrome","Windows","de","2022-12-17","2022-12-17 16:02:16.712"
"311","192.168.178.2","Firefox","Firefox","Linux","de","2022-12-17","2022-12-17 16:07:40.753"
"312","192.168.178.2","Firefox","Firefox","Linux","de","2022-12-17","2022-12-17 16:19:04.041"
"313","192.168.178.2","Firefox","Firefox","Linux","de","2022-12-17","2022-12-17 16:31:04.528"
"314","192.168.178.2","Chrome","Chrome","Windows","de","2022-12-17","2022-12-17 16:33:55.048"
"315","192.168.178.2","Firefox","Firefox","Linux","de","2022-12-17","2022-12-17 16:37:36.702"
"316","192.168.178.2","Python Requests","Python Requests","Other","de","2022-12-17","2022-12-17 16:42:36.938"
"317","192.168.178.2","Firefox","Firefox","Linux","de","2022-12-17","2022-12-17 16:46:46.127"
"318","192.168.178.2","Firefox","Firefox","Linux","de","2022-12-17","2022-12-17 16:52:01.24"
"319","192.168.178.2","Firefox","Firefox","Linux","de","2022-12-17","2022-12-17 16:52:08.937"
"320","192.168.178.2","Firefox","Firefox","Linux","de","2022-12-17","2022-12-17 16:53:50.306"
"321","192.168.178.2","Firefox","Firefox","Linux","de","2022-12-17","2022-12-17 16:54:01.683"
"322","192.168.178.2","Firefox","Firefox","Linux","de","2022-12-17","2022-12-17 17:05:13.155"
"323","192.168.178.2","Chrome","Chrome","Windows","de","2022-12-17","2022-12-17 17:22:46.888"
"324","192.168.178.2","Other","Other","Other","de","2022-12-17","2022-12-17 17:31:12.252"
"325","192.168.178.2","Other","Other","Other","de","2022-12-17","2022-12-17 17:33:06.417"
"326","192.168.178.2","Other","Other","Other","de","2022-12-17","2022-12-17 18:47:29.252"
"327","192.168.178.2","Chrome","Chrome","Windows","de","2022-12-17","2022-12-17 19:26:56.128"
"328","192.168.178.2","Edge","Edge","Windows","de","2022-12-17","2022-12-17 19:31:19.751"
"329","192.168.178.2","Chrome","Chrome","iOS","de","2022-12-17","2022-12-17 19:46:50.52"
"330","192.168.178.2","Other","Other","Other","de","2022-12-17","2022-12-17 20:47:19.797"
"331","192.168.178.2","Other","Other","Other","de","2022-12-17","2022-12-17 20:47:43.609"
"332","192.168.178.2","masscan","masscan","Other","de","2022-12-17","2022-12-17 22:29:27.273"
"333","192.168.178.2","Other","Other","Other","de","2022-12-17","2022-12-17 22:30:36.198"
"334","192.168.178.2","masscan","masscan","Other","de","2022-12-17","2022-12-17 22:45:15.986"
"335","192.168.178.2","Chrome","Chrome","Windows","de","2022-12-17","2022-12-17 23:00:16.786"
"336","192.168.178.2","Safari","Safari","Mac OS X","de","2022-12-17","2022-12-17 23:30:49.272"
"337","192.168.178.2","Chrome","Chrome","Windows","de","2022-12-18","2022-12-18 01:39:44.672"
"338","192.168.178.2","Chrome","Chrome","Windows","de","2022-12-18","2022-12-18 02:29:11.31"
"339","192.168.178.2","Chrome","Chrome","Windows","de","2022-12-18","2022-12-18 02:35:18.018"
"340","192.168.178.2","Other","Other","Other","de","2022-12-18","2022-12-18 02:49:34.843"
"341","192.168.178.2","Chrome","Chrome","Windows","de","2022-12-18","2022-12-18 03:21:10.218"
"342","192.168.178.2","Other","Other","Other","de","2022-12-18","2022-12-18 04:39:18.524"
"343","192.168.178.2","Chrome","Chrome","Windows","de","2022-12-18","2022-12-18 04:45:53.877"
"344","192.168.178.2","Other","Other","Other","de","2022-12-18","2022-12-18 05:36:23.577"
"345","192.168.178.2","Edge","Edge","Windows","de","2022-12-18","2022-12-18 05:57:45.219"
"346","192.168.178.2","Mobile Safari","Mobile Safari","iOS","de","2022-12-18","2022-12-18 06:09:35.176"
"347","192.168.178.2","Firefox","Firefox","Linux","de","2022-12-18","2022-12-18 06:19:03.731"
"348","192.168.178.2","Firefox","Firefox","Linux","de","2022-12-18","2022-12-18 06:21:22.181"
"349","192.168.178.2","Mobile Safari","Mobile Safari","iOS","de","2022-12-18","2022-12-18 06:34:58.148"
"350","192.168.178.2","Chrome","Chrome","Windows","de","2022-12-18","2022-12-18 06:35:32.7"
"351","192.168.178.2","Firefox","Firefox","Linux","de","2022-12-18","2022-12-18 06:37:22.681"
"352","192.168.178.2","Chrome","Chrome","Windows","de","2022-12-18","2022-12-18 07:37:21.698"
"353","192.168.178.2","Firefox","Firefox","Linux","de","2022-12-18","2022-12-18 07:50:46.973"
"354","192.168.178.2","Firefox","Firefox","Linux","de","2022-12-18","2022-12-18 08:53:14.363"
"355","192.168.178.2","Chrome","Chrome","Windows","de","2022-12-18","2022-12-18 09:27:09.126"
"356","192.168.178.2","Firefox","Firefox","Linux","de","2022-12-18","2022-12-18 10:14:46.783"
"357","192.168.178.2","Edge","Edge","Windows","de","2022-12-18","2022-12-18 10:26:32.305"
"358","192.168.178.2","Firefox","Firefox","Linux","de","2022-12-18","2022-12-18 10:46:13.689"
"359","192.168.178.2","Chrome","Chrome","Windows","de","2022-12-18","2022-12-18 10:46:51.478"
"360","192.168.178.2","Chrome","Chrome","Windows","de","2022-12-18","2022-12-18 11:13:56.879"
"361","192.168.178.2","Firefox","Firefox","Linux","de","2022-12-18","2022-12-18 11:44:33.407"
"362","192.168.178.2","Chrome","Chrome","Windows","de","2022-12-18","2022-12-18 13:00:47.076"
"363","192.168.178.2","Chrome","Chrome","Linux","de","2022-12-18","2022-12-18 13:45:45.597"
"364","192.168.178.2","Firefox","Firefox","Linux","de","2022-12-18","2022-12-18 13:49:52.029"
"365","192.168.178.2","Other","Other","Other","de","2022-12-18","2022-12-18 14:35:15.795"
"366","192.168.178.2","Firefox","Firefox","Linux","de","2022-12-18","2022-12-18 14:42:18.209"
"367","192.168.178.2","Firefox","Firefox","Windows","de","2022-12-18","2022-12-18 15:00:34.654"
"368","192.168.178.2","Chrome","Chrome","Linux","de","2022-12-18","2022-12-18 15:08:12.385"
"369","192.168.178.2","Chrome","Chrome","Windows","de","2022-12-18","2022-12-18 15:29:58.367"
"370","192.168.178.2","Firefox","Firefox","Linux","de","2022-12-18","2022-12-18 15:50:11.685"
"371","192.168.178.2","Python Requests","Python Requests","Other","de","2022-12-18","2022-12-18 16:20:50.954"
"372","192.168.178.2","Edge","Edge","Windows","de","2022-12-18","2022-12-18 16:32:46.331"
"373","192.168.178.2","Chrome","Chrome","Windows","de","2022-12-18","2022-12-18 17:47:52.723"
"374","192.168.178.2","Chrome","Chrome","Windows","de","2022-12-18","2022-12-18 17:53:31.31"
"375","192.168.178.2","Chrome","Chrome","Windows","de","2022-12-18","2022-12-18 18:21:55.453"
"376","192.168.178.2","Chrome","Chrome","Windows","de","2022-12-18","2022-12-18 20:03:13.488"
"377","192.168.178.2","Chrome","Chrome","Windows","de","2022-12-18","2022-12-18 23:34:13.178"
"378","192.168.178.2","Other","Other","Other","de","2022-12-18","2022-12-18 23:38:03.591"
"379","192.168.178.2","Go-http-client","Go-http-client","Other","de","2022-12-18","2022-12-18 23:48:07.2"
"380","192.168.178.2","Chrome Mobile","Chrome Mobile","Android","de","2022-12-18","2022-12-18 23:48:07.216"
"381","192.168.178.2","curl","curl","Other","de","2022-12-19","2022-12-19 00:13:09.768"
"382","192.168.178.2","Chrome","Chrome","Mac OS X","de","2022-12-19","2022-12-19 00:22:38.177"
"383","192.168.178.2","Chrome","Chrome","Mac OS X","de","2022-12-19","2022-12-19 00:22:38.845"
"384","192.168.178.2","Chrome","Chrome","Mac OS X","de","2022-12-19","2022-12-19 00:22:38.977"
"385","192.168.178.2","Chrome","Chrome","Mac OS X","de","2022-12-19","2022-12-19 00:22:39.053"
"386","192.168.178.2","Chrome","Chrome","Windows","de","2022-12-19","2022-12-19 01:06:31.368"
"387","192.168.178.2","Chrome","Chrome","Windows","de","2022-12-19","2022-12-19 01:52:08.326"
"388","192.168.178.2","Opera","Opera","Windows","de","2022-12-19","2022-12-19 03:03:58.734"
"389","192.168.178.2","Chrome","Chrome","Windows","de","2022-12-19","2022-12-19 03:29:19.893"
"390","192.168.178.2","Chrome Mobile WebView","Chrome Mobile WebView","Android","de","2022-12-19","2022-12-19 04:26:08.491"
"391","192.168.178.2","Chrome Mobile WebView","Chrome Mobile WebView","Android","de","2022-12-19","2022-12-19 04:26:09.575"
"392","192.168.178.2","Other","Other","Other","de","2022-12-19","2022-12-19 05:39:41.921"
"393","192.168.178.2","Chrome","Chrome","Windows","de","2022-12-19","2022-12-19 05:45:24.798"
"394","192.168.178.2","Other","Other","Other","de","2022-12-19","2022-12-19 06:00:23.947"
"395","192.168.178.2","Firefox","Firefox","Linux","de","2022-12-19","2022-12-19 06:19:26.825"
"396","192.168.178.2","Mobile Safari","Mobile Safari","iOS","de","2022-12-19","2022-12-19 06:30:24.872"
"397","192.168.178.2","Firefox","Firefox","Linux","de","2022-12-19","2022-12-19 06:31:18.102"
"398","192.168.178.2","Chrome","Chrome","Windows","de","2022-12-19","2022-12-19 06:34:18.756"
"399","192.168.178.2","Firefox","Firefox","Linux","de","2022-12-19","2022-12-19 06:41:24.576"
"400","192.168.178.2","Firefox","Firefox","Linux","de","2022-12-19","2022-12-19 07:00:41.39"
"401","192.168.178.2","Firefox","Firefox","Linux","de","2022-12-19","2022-12-19 07:20:50.278"
"402","192.168.178.2","Firefox","Firefox","Mac OS X","de","2022-12-19","2022-12-19 07:22:00.12"
"403","192.168.178.2","Chrome","Chrome","Windows","de","2022-12-19","2022-12-19 07:24:12.98"
"404","192.168.178.2","Googlebot","Googlebot","Other","de","2022-12-19","2022-12-19 07:54:05.675"
"405","192.168.178.2","Firefox","Firefox","Linux","de","2022-12-19","2022-12-19 08:36:03.022"
"406","192.168.178.2","Firefox","Firefox","Linux","de","2022-12-19","2022-12-19 08:42:35.772"
"407","192.168.178.2","Googlebot","Googlebot","Android","de","2022-12-19","2022-12-19 09:24:05.705"
"408","192.168.178.2","Firefox","Firefox","Linux","de","2022-12-19","2022-12-19 09:37:39.917"
"409","192.168.178.2","Firefox","Firefox","Linux","de","2022-12-19","2022-12-19 09:39:31.543"
"410","192.168.178.2","Firefox","Firefox","Linux","de","2022-12-19","2022-12-19 09:39:39.614"
"411","192.168.178.2","Firefox","Firefox","Linux","de","2022-12-19","2022-12-19 09:49:13.482"
"412","192.168.178.2","Chrome","Chrome","Windows","de","2022-12-19","2022-12-19 10:05:33.742"
"413","192.168.178.2","Firefox","Firefox","Linux","de","2022-12-19","2022-12-19 10:15:04.096"
"414","192.168.178.2","Firefox","Firefox","Linux","de","2022-12-19","2022-12-19 10:18:18.446"
"415","192.168.178.2","Chrome","Chrome","Linux","de","2022-12-19","2022-12-19 10:24:05.183"
"416","192.168.178.2","Chrome","Chrome","Windows","de","2022-12-19","2022-12-19 10:48:36.047"
"417","192.168.178.2","Chrome","Chrome","Windows","de","2022-12-19","2022-12-19 11:20:07.893"
"418","192.168.178.2","Firefox","Firefox","Linux","de","2022-12-19","2022-12-19 11:25:47.115"
"419","192.168.178.2","Other","Other","Other","de","2022-12-19","2022-12-19 11:34:09.177"
"420","192.168.178.2","Firefox","Firefox","Linux","de","2022-12-19","2022-12-19 11:36:07.758"
"421","192.168.178.2","Firefox","Firefox","Linux","de","2022-12-19","2022-12-19 11:56:31.053"
"422","192.168.178.2","Chrome","Chrome","Windows","de","2022-12-19","2022-12-19 13:38:36.958"
"423","192.168.178.2","Other","Other","Other","de","2022-12-19","2022-12-19 13:40:14.489"
"424","192.168.178.2","Firefox","Firefox","Linux","de","2022-12-19","2022-12-19 13:48:39.376"
"425","192.168.178.2","Chrome","Chrome","Windows","de","2022-12-19","2022-12-19 13:52:11.981"
"426","192.168.178.2","Firefox","Firefox","Linux","de","2022-12-19","2022-12-19 14:02:20.164"
"427","192.168.178.2","Chrome","Chrome","Windows","de","2022-12-19","2022-12-19 14:09:15.488"
"428","192.168.178.2","Chrome","Chrome","Windows","de","2022-12-19","2022-12-19 14:09:16.559"
"429","192.168.178.2","Safari","Safari","Mac OS X","de","2022-12-19","2022-12-19 14:59:50.994"
"430","192.168.178.2","Chrome","Chrome","Windows","de","2022-12-19","2022-12-19 15:05:15.209"
"431","192.168.178.2","Firefox","Firefox","Linux","de","2022-12-19","2022-12-19 15:45:54.167"
"432","192.168.178.2","Python Requests","Python Requests","Other","de","2022-12-19","2022-12-19 15:56:19.345"
"433","192.168.178.2","Other","Other","Other","de","2022-12-19","2022-12-19 16:33:02.785"
"434","192.168.178.2","Chrome","Chrome","Windows","de","2022-12-19","2022-12-19 16:49:34.723"
"435","192.168.178.2","Chrome","Chrome","Windows","de","2022-12-19","2022-12-19 17:09:07.061"
"436","192.168.178.2","Chrome","Chrome","Windows","de","2022-12-19","2022-12-19 17:28:43.733"
"437","192.168.178.2","Firefox","Firefox","Windows","de","2022-12-19","2022-12-19 19:01:22.183"
"438","192.168.178.2","Firefox","Firefox","Linux","de","2022-12-19","2022-12-19 19:04:33.307"
"439","192.168.178.2","Firefox","Firefox","Linux","de","2022-12-19","2022-12-19 19:11:07.626"
"440","192.168.178.2","Firefox","Firefox","Linux","de","2022-12-19","2022-12-19 19:12:30.54"
"441","192.168.178.2","Firefox","Firefox","Linux","de","2022-12-19","2022-12-19 19:15:30.129"
"442","192.168.178.2","Firefox","Firefox","Linux","de","2022-12-19","2022-12-19 19:17:13.994"
"443","192.168.178.2","Firefox","Firefox","Linux","de","2022-12-19","2022-12-19 19:22:41.772"
"444","192.168.178.2","Firefox","Firefox","Linux","de","2022-12-19","2022-12-19 19:29:42.273"
"445","192.168.178.2","Firefox","Firefox","Linux","de","2022-12-19","2022-12-19 19:50:33.813"
"446","192.168.178.2","Firefox","Firefox","Linux","de","2022-12-19","2022-12-19 19:54:52.404"
"447","192.168.178.2","curl","curl","Other","de","2022-12-19","2022-12-19 19:58:01.148"
"448","192.168.178.2","curl","curl","Other","de","2022-12-19","2022-12-19 19:58:01.156"
"449","192.168.178.2","curl","curl","Other","de","2022-12-19","2022-12-19 19:58:01.469"
"450","192.168.178.2","curl","curl","Other","de","2022-12-19","2022-12-19 19:58:01.761"
"451","192.168.178.2","curl","curl","Other","de","2022-12-19","2022-12-19 19:58:01.764"
"452","192.168.178.2","curl","curl","Other","de","2022-12-19","2022-12-19 19:58:02.03"
"453","192.168.178.2","curl","curl","Other","de","2022-12-19","2022-12-19 19:58:02.201"
"454","192.168.178.2","masscan","masscan","Other","de","2022-12-19","2022-12-19 19:58:13.957"
"455","192.168.178.2","Firefox","Firefox","Linux","de","2022-12-19","2022-12-19 20:02:02.909"
"456","192.168.178.2","Firefox","Firefox","Linux","de","2022-12-19","2022-12-19 20:03:20.635"
"457","192.168.178.2","Firefox","Firefox","Linux","de","2022-12-19","2022-12-19 20:08:52.103"
"458","192.168.178.2","Firefox","Firefox","Linux","de","2022-12-19","2022-12-19 20:19:53.271"
"459","192.168.178.2","Firefox","Firefox","Linux","de","2022-12-19","2022-12-19 20:31:05.502"
"460","192.168.178.2","Chrome","Chrome","Windows","de","2022-12-19","2022-12-19 20:39:00.139"
"461","192.168.178.2","Chrome","Chrome","Windows","de","2022-12-19","2022-12-19 20:58:02.025"
"462","192.168.178.2","Chrome","Chrome","Windows","de","2022-12-19","2022-12-19 21:24:17.014"
"463","192.168.178.2","Safari","Safari","Mac OS X","de","2022-12-19","2022-12-19 22:06:23.547"
"464","192.168.178.2","Other","Other","Other","de","2022-12-19","2022-12-19 22:25:23.844"
"465","192.168.178.2","Other","Other","Other","de","2022-12-19","2022-12-19 22:34:13.014"
"466","192.168.178.2","Other","Other","Other","de","2022-12-19","2022-12-19 22:43:02.546"
"467","192.168.178.2","Other","Other","Other","de","2022-12-19","2022-12-19 22:51:52.44"
"468","192.168.178.2","Other","Other","Other","de","2022-12-19","2022-12-19 23:00:41.674"
"469","192.168.178.2","Other","Other","Other","de","2022-12-19","2022-12-19 23:06:49.756"
"470","192.168.178.2","Chrome","Chrome","Windows","de","2022-12-19","2022-12-19 23:34:43.522"
"471","192.168.178.2","Safari","Safari","Mac OS X","de","2022-12-19","2022-12-19 23:34:43.528"
"472","192.168.178.2","Edge","Edge","Windows","de","2022-12-20","2022-12-20 00:09:46.277"
"473","192.168.178.2","Other","Other","Linux","de","2022-12-20","2022-12-20 01:37:41.486"
"474","192.168.178.2","Chrome","Chrome","Windows","de","2022-12-20","2022-12-20 02:25:15.152"
"475","192.168.178.2","Chrome","Chrome","Windows","de","2022-12-20","2022-12-20 02:43:20.514"
"476","192.168.178.2","Chrome","Chrome","Windows","de","2022-12-20","2022-12-20 03:20:15.162"
"477","192.168.178.2","Chrome","Chrome","Windows","de","2022-12-20","2022-12-20 03:41:32.635"
"478","192.168.178.2","Other","Other","Other","de","2022-12-20","2022-12-20 04:56:11.1"
"479","192.168.178.2","Firefox","Firefox","Linux","de","2022-12-20","2022-12-20 05:11:11.33"
"480","192.168.178.2","Firefox","Firefox","Linux","de","2022-12-20","2022-12-20 05:36:53.199"
